chr	start	end	strand	type	transposon	gene_id	gene_name	transcript_id
chr6	146598171	146598172	-	Predicted	SINE|MIR|MIRc	ENSG00000237468.2	ADGB-DT	
chr6	146851331	146851332	-	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000233452.9	STXBP5-AS1	
chr6	146854983	146855017	+	Annotated	LTR|ERVL|MLT2A2	ENSG00000227748.2	ENSG00000227748	ENST00000661207.1
chr6	146915983	146915984	-	Predicted	SINE|MIR|MIR1_Amn	ENSG00000233452.9	STXBP5-AS1	
chr6	147192038	147192043	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000233452.9	STXBP5-AS1	
chr6	147660622	147660623	+	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000203727.4	SAMD5	
chr6	147660703	147660738	+	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000227681.5	ENSG00000227681	ENST00000427015.1
chr6	149217926	149217976	+	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000228408.6	ENSG00000228408	ENST00000451095.5
chr6	149337292	149337293	+	Predicted	DNA|hAT-Charlie|Charlie4a	ENSG00000055208.20	TAB2	
chr6	149669120	149669121	-	Predicted	SINE|Alu|AluJo	ENSG00000131023.13	LATS1	
chr6	149833236	149833237	-	Predicted	SINE|Alu|AluY	ENSG00000285889.1	ENSG00000285889	
chr6	149896010	149896059	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000285991.1	ENSG00000164520.12	
chr6	15021963	15021964	-	Annotated	LTR|Gypsy?|LTR85b	ENSG00000234261.6	ENSG00000234261	ENST00000629853.2
chr6	151394594	151394597	-	Predicted	SINE|Alu|AluSc8	ENSG00000181472.5	ZBTB2	
chr6	151435364	151435365	-	Predicted	SINE|Alu|AluSz	ENSG00000155906.20	RMND1	
chr6	151791385	151791386	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000091831.25	ESR1	
chr6	152683291	152683292	+	Predicted	LTR|ERV1|LTR7	ENSG00000120279.7	MYCT1	
chr6	152717597	152717598	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000120279.7	MYCT1	
chr6	152831280	152831281	-	Annotated	LTR|ERVL|LTR40c			"NR_183510.1, NR_183509.1"
chr6	153415517	153415518	-	Predicted	LTR|ERV1|MER41A	ENSG00000237312.2	ENSG00000237312	
chr6	15354186	15354187	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000008083.14	JARID2	
chr6	154441484	154441485	-	Predicted	SINE|Alu|AluSx	ENSG00000153721.19	ENSG00000288520.1	
chr6	15555780	15555781	+	Annotated	LTR|ERV1|MER41B	ENSG00000287626.1	ENSG00000287626	ENST00000664650.1
chr6	157794212	157794257	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000130340.17	SNX9	
chr6	157830572	157830573	-	Annotated	LINE|L1|L1MEd	ENSG00000234361.1	ENSG00000234361	ENST00000411838.1
chr6	157830708	157830709	+	Predicted	DNA|hAT-Charlie|MER3	ENSG00000130340.17	SNX9	
chr6	158303371	158303372	-	Annotated	LTR|ERVK|MER11A	ENSG00000287591.1	ENSG00000287591	ENST00000665073.1
chr6	158641594	158641595	-	Predicted	SINE|Alu|AluSx1	ENSG00000146425.11	DYNLT1	
chr6	159107013	159107014	+	Predicted	LTR|ERV1|MER51E	ENSG00000224478.3	ENSG00000224478	
chr6	160927864	160927865	+	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000231863.2	ENSG00000233342.2	
chr6	160981044	160981045	+	Annotated	LTR|ERVL-MaLR|MLT1A1	ENSG00000231863.2	ENSG00000231863	ENST00000664826.1
chr6	161470977	161470978	+	Annotated	DNA|hAT-Tip100|MER115			"NR_134594.1, NR_134593.1"
chr6	163390918	163390919	-	Predicted	SINE|MIR|MIRc	ENSG00000270419.2	ENSG00000285858.1	
chr6	163671577	163671679	+	Annotated	LTR|ERVL-MaLR|MLT1I	ENSG00000235538.5	ENSG00000235538	ENST00000665613.1
chr6	167228200	167228301	+	Annotated	LTR|ERV1|HUERS-P1-int	ENSG00000280707.3	HPAT5	ENST00000626424.2
chr6	167271169	167271170	+	Annotated	DNA|hAT-Charlie|MER5A	ENSG00000112494.10	UNC93A	ENST00000503433.5
chr6	168093011	168093012	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000153303.18	FRMD1	ENST00000646385.1
chr6	168737125	168737126	+	Predicted	LINE|L1|L1MEf	ENSG00000289090.1	ENSG00000289090	
chr6	169182739	169182740	-	Annotated	LTR|ERVL-MaLR|THE1A			NR_125863.1
chr6	169182840	169182841	-	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000261039.3	LINC02544	ENST00000564830.3
chr6	170721303	170721310	+	Predicted	LINE|L1|L1MC4a	ENSG00000230423.3	ENSG00000230423	
chr6	18211495	18211496	+	Annotated	LTR|ERVL|LTR67B	ENSG00000165097.16	KDM1B	ENST00000642162.1
chr6	18522735	18522748	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000283408.2	MIR548A1HG	ENST00000662927.1
chr6	19806592	19806593	-	Predicted	LTR|ERV1|LTR12C	ENSG00000228412.9	LNC-LBCS	
chr6	20334384	20334411	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000287483.1	ENSG00000287483	ENST00000656819.1
chr6	2076836	2076953	-	Predicted	LINE|L1|L1PA4	ENSG00000112699.11	GMDS	
chr6	21383199	21383200	-	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000286368.1	ENSG00000286368	ENST00000663029.1
chr6	22173999	22174000	+	Predicted	LTR|ERVL-MaLR|THE1D-int	ENSG00000272168.10	CASC15	
chr6	22302808	22302835	-	Annotated	LTR|ERV1|MER39	ENSG00000172179.13	PRL	ENST00000651757.1
chr6	22717923	22717924	-	Annotated	DNA|hAT-Ac|OldhAT1			"NR_134614.1, NR_134613.1"
chr6	25966336	25966337	+	Predicted	LTR|ERV1|LTR23	ENSG00000112343.11	TRIM38	
chr6	26462798	26462799	+	Predicted	LTR|ERVL?|LTR89	ENSG00000111801.16	ENSG00000112763.17	
chr6	26474337	26474358	+	Annotated	LTR|ERV1|MER57C2	ENSG00000290055.1	ENSG00000290055	ENST00000702691.1
chr6	26956553	26956652	-	Annotated	LTR|ERV1|LTR12E	ENSG00000290474.1	GUSBP2	ENST00000479900.5
chr6	26956905	26956980	-	Predicted	LTR|ERV1|LTR12E	ENSG00000224843.8	LINC00240	ENST00000669756.1
chr6	27138539	27138540	-	Annotated	LTR|ERV1|LTR48B	ENSG00000290032.1	ENSG00000290032	ENST00000702574.1
chr6	27178342	27178343	+	Annotated	LTR|ERV1|LTR10B2	ENSG00000290009.1	ENSG00000290009	ENST00000702453.1
chr6	27367612	27367613	-	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000291112.1	ENSG00000291112	
chr6	27473850	27473851	-	Predicted	DNA|hAT-Charlie|MER112	ENSG00000096654.16	ZNF184	
chr6	28015568	28015569	+	Annotated	LINE|L1|L1MC4	ENSG00000199851.2	U3	ENST00000362981.2
chr6	28080282	28080319	+	Annotated	LTR|ERV1|LTR10A			NM_001376494.1
chr6	28281317	28281318	+	Predicted	LINE|L2|L2a	ENSG00000137338.6	PGBD1	
chr6	28335662	28335663	+	Annotated	LTR|ERV1|LTR25	ENSG00000289467.2	ENSG00000289467	ENST00000688586.2
chr6	28354064	28354065	-	Annotated	LTR|ERVL|LTR18B	ENSG00000235109.8	ZSCAN31	ENST00000444081.5
chr6	28354185	28354230	-	Annotated	LTR|ERVL|LTR18B	ENSG00000235109.8	ZSCAN31	ENST00000396838.6
chr6	28354300	28354301	-	Predicted	LTR|ERVL|LTR18B	ENSG00000235109.8	ZSCAN31	
chr6	28356270	28356271	-	Annotated	LTR|ERVL|HERVL18-int	ENSG00000235109.8	ZSCAN31	ENST00000414429.5
chr6	28426405	28426406	-	Predicted	DNA|TcMar-Tigger|Tigger1	ENSG00000187987.10	ZSCAN23	
chr6	29457070	29457071	-	Annotated	LTR|ERVL-MaLR|MLT1F1	ENSG00000204694.13	OR11A1	ENST00000377149.5
chr6	29497475	29497476	+	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000229274.2	LINC02829	ENST00000661850.1
chr6	2999133	2999177	-	Annotated	LINE|L1|L1MD2	ENSG00000224846.3	NQO2-AS1	ENST00000429319.1
chr6	30035110	30035111	-	Predicted	LINE|L1|HAL1	ENSG00000204623.11	POLR1HASP	
chr6	30136124	30136141	+	Annotated	LINE|CR1|L3b	ENSG00000204614.9	TRIM40	ENST00000489892.1
chr6	30296237	30296282	-	Predicted	LTR|ERVL-MaLR|MLT1I	ENSG00000231074.11	ENSG00000270604.5	
chr6	30297798	30297801	-	Predicted	SINE|Alu|AluSx1	ENSG00000231074.11	ENSG00000270604.5	
chr6	30326175	30326176	-	Predicted	LINE|L2|L2b	ENSG00000231074.11	ENSG00000270604.5	
chr6	30561329	30561330	+	Predicted	LINE|L1|L1ME3A	ENSG00000204576.12	PRR3	
chr6	30650934	30650997	+	Predicted	SINE|Alu|AluSx	ENSG00000204564.12	C6orf136	
chr6	30662431	30662432	-	Predicted	LINE|CR1|L3	ENSG00000204560.10	DHX16	
chr6	3076570	3076571	+	Predicted	SINE|Alu|AluJo	ENSG00000137275.16	RIPK1	
chr6	3076689	3076840	+	Predicted	SINE|Alu|AluJo	ENSG00000137275.16	RIPK1	
chr6	30830658	30830659	-	Annotated	LTR|Gypsy|MamGypLTR1b	ENSG00000214894.7	LINC00243	ENST00000419357.6
chr6	30848158	30848204	-	Annotated	LTR|ERVL|MER21C	ENSG00000237923.2	LINC02570	ENST00000702471.1
chr6	30890408	30890409	+	Annotated	LINE|L2|L2a	ENSG00000204580.14	DDR1	ENST00000508472.5
chr6	31053450	31053451	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000228789.9	HCG22	ENST00000565192.1
chr6	31186316	31186317	-	Annotated	LTR|ERV1|LTR2B			"NR_152834.1, NR_152829.1"
chr6	31587022	31587118	+	Annotated	SINE|MIR|MIRb	ENSG00000204482.11	LST1	ENST00000376090.6
chr6	31798049	31798140	-	Predicted	SINE|Alu|AluSq2	ENSG00000204392.11	LSM2	
chr6	3191257	3191258	-	Predicted	LTR|ERVL-MaLR|MLT1H	ENSG00000230269.7	LINC02525	
chr6	3195757	3195784	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000230269.7	LINC02525	ENST00000435043.3
chr6	3254404	3254427	+	Predicted	LTR|ERV1|LTR12C	ENSG00000180822.12	PSMG4	
chr6	32718385	32718386	+	Annotated	LTR|ERV1|LTR78	ENSG00000232080.5	ENSG00000232080	ENST00000458375.1
chr6	33412984	33412985	+	Annotated	SINE|MIR|MIRb	ENSG00000112511.18	PHF1	ENST00000488767.1
chr6	34762031	34762034	+	Predicted	SINE|Alu|AluJb	ENSG00000124562.10	SNRPC	
chr6	35543572	35543573	+	Predicted	DNA|hAT-Charlie|MER5B	ENSG00000228559.2	ENSG00000228559	
chr6	35566951	35566952	-	Annotated	LTR|ERV1|LTR10B	ENSG00000289456.1	ENSG00000289456	ENST00000688067.1
chr6	35580556	35580557	-	Predicted	SINE|Alu|AluSx3	ENSG00000096060.15	FKBP5	
chr6	35658657	35658658	-	Predicted	LINE|L1|L1M5	ENSG00000096060.15	FKBP5	
chr6	35764502	35764503	-	Annotated	LTR|ERV1|LTR9B	ENSG00000288747.2	ENSG00000288747	ENST00000688240.2
chr6	36024855	36024868	-	Annotated	LINE|L2|L2a	ENSG00000112053.14	SLC26A8	ENST00000486155.1
chr6	36129869	36129922	+	Predicted	LINE|L1|L1MC5	ENSG00000156711.17	MAPK13	
chr6	36757380	36757409	-	Annotated	SINE|MIR|MIRc	ENSG00000124772.12	CPNE5	ENST00000459703.5
chr6	36792446	36792447	-	Predicted	DNA|hAT-Charlie|Charlie20a	ENSG00000124772.12	CPNE5	
chr6	36879430	36879431	+	Predicted	LTR|ERV1|PABL_A-int	ENSG00000198663.17	C6orf89	
chr6	36883189	36883190	+	Predicted	LTR|ERV1|MER57-int	ENSG00000198663.17	C6orf89	
chr6	3719819	3719820	-	Annotated	LTR|ERV1|LTR12C	ENSG00000228793.3	ENSG00000228793	ENST00000658658.1
chr6	3719986	3719987	-	Annotated	LTR|ERV1|LTR12C	ENSG00000228793.3	ENSG00000228793	ENST00000670704.1
chr6	3720039	3720082	-	Annotated	LTR|ERV1|LTR12C	ENSG00000228793.3	ENSG00000228793	ENST00000665760.1
chr6	37359184	37359185	+	Predicted	LINE|CR1|L3	ENSG00000112130.17	RNF8	
chr6	38088331	38088332	+	Annotated	LINE|L1|L1MA1	ENSG00000156639.12	ZFAND3	ENST00000440482.2
chr6	40523932	40523965	-	Annotated	SINE|MIR|MIRc	ENSG00000226454.3	ENSG00000226454	ENST00000648418.1
chr6	41023279	41023280	-	Annotated	LTR|ERVL|LTR67B			NR_110873.1
chr6	42759841	42759842	+	Predicted	LINE|L2|L2b	ENSG00000112624.13	BICRAL	
chr6	42980843	42980844	-	Predicted	DNA|TcMar-Tigger|Tigger8	ENSG00000124587.14	PEX6	
chr6	43013358	43013479	-	Predicted	LTR|ERVL|LTR50	ENSG00000124733.5	MEA1	
chr6	43635488	43635489	+	Predicted	LINE|L2|L2b	ENSG00000124688.14	MAD2L1BP	
chr6	43998865	43998866	+	Annotated	LTR|ERV1|LTR12C	ENSG00000289609.2	ENSG00000289609	ENST00000688135.1
chr6	44001116	44001117	-	Predicted	LINE|L2|L2c	ENSG00000237686.8	SCIRT	
chr6	44126266	44126267	-	Annotated	DNA|hAT-Charlie|MER112			NM_001318770.2
chr6	44513262	44513263	+	Annotated	LTR|ERVL-MaLR|MLT1O	ENSG00000237530.2	ENSG00000237530	ENST00000663213.1
chr6	44537469	44537470	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000279076.1	ENSG00000279076	
chr6	44950183	44950184	-	Predicted	LINE|CR1|L3	ENSG00000196284.17	SUPT3H	
chr6	451051	451052	+	Predicted	LTR|ERV1|LTR12C	ENSG00000286364.1	ENSG00000286364	
chr6	4583870	4583913	-	Annotated	LTR|ERVL-MaLR|MLT1E2	ENSG00000285424.1	ENSG00000285424	ENST00000642310.1
chr6	45937517	45937601	-	Annotated	SINE|MIR|MIRb	ENSG00000112782.19	CLIC5	ENST00000643162.1
chr6	4724884	4724889	-	Annotated	LTR|ERV1|LTR12C	ENSG00000284823.1	ENSG00000284823	ENST00000643972.1
chr6	47395492	47395493	-	Predicted	DNA|TcMar-Tigger|Tigger17a	ENSG00000287485.1	ENSG00000287485	
chr6	48102185	48102186	-	Predicted	LTR|ERV1|LTR78	ENSG00000244694.8	PTCHD4	
chr6	49866498	49866535	-	Annotated	SINE|MIR|MIR	ENSG00000124812.15	CRISP1	ENST00000507853.5
chr6	52579358	52579377	+	Predicted	LTR|ERVL-MaLR|MLT1F1	ENSG00000225791.7	TRAM2-AS1	
chr6	52973967	52973972	+	Predicted	LTR|ERVL|MLT2A1	ENSG00000202198.1	7SK	
chr6	53431494	53431495	+	Annotated	LTR|ERVL-MaLR|MLT1A1			NR_183318.1
chr6	53494605	53494606	+	Annotated	LTR|ERVL-MaLR|THE1B			NR_183320.1
chr6	53503123	53503124	+	Predicted	LTR|ERVL-MaLR|MLT1A0	ENSG00000249379.2	ENSG00000249379	
chr6	53616969	53617009	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000001084.13	ENSG00000231683.6	
chr6	53617170	53617171	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000231683.6	ENSG00000231683	ENST00000503985.5
chr6	5498494	5498495	+	Predicted	LINE|L2|L2b	ENSG00000145982.13	FARS2	
chr6	56896144	56896150	-	Predicted	LINE|L1|L1PB1	ENSG00000151914.22	DST	
chr6	58038433	58038469	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000225096.3	ENSG00000225096	ENST00000641631.1
chr6	63442335	63442341	-	Predicted	LTR|ERV1|LTR12C	ENSG00000289911.1	ENSG00000289911	
chr6	63563459	63563467	+	Annotated	LINE|L2|L2a	ENSG00000112245.13	PTP4A1	ENST00000673199.1
chr6	63566229	63566230	-	Annotated	LTR|ERVL|LTR42	ENSG00000289911.1	ENSG00000289911	ENST00000701584.1
chr6	63678829	63678830	+	Predicted	LINE|CR1|L3b	ENSG00000118482.12	PHF3	
chr6	63805793	63805798	+	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000236345.3	SCAT8	ENST00000689151.2
chr6	6695026	6695029	-	Annotated	LTR|ERV1|LTR1	ENSG00000226281.6	ENSG00000226281	ENST00000662196.1
chr6	6711141	6711142	-	Annotated	LTR|ERV1|MER92C	ENSG00000226281.6	ENSG00000226281	ENST00000432823.3
chr6	6745253	6745254	-	Predicted	LTR|ERV1|LTR12E	ENSG00000226281.6	ENSG00000226281	
chr6	67887024	67887025	-	Annotated	LTR|ERV1|HERVH-int	ENSG00000227706.4	ENSG00000227706	ENST00000658972.1
chr6	67889108	67889169	-	Annotated	LTR|ERV1|LTR7C	ENSG00000227706.4	ENSG00000227706	ENST00000657794.1
chr6	67889223	67889250	-	Annotated	LTR|ERV1|LTR7C	ENSG00000227706.4	ENSG00000227706	ENST00000652869.1
chr6	67889337	67889339	-	Annotated	LTR|ERV1|LTR7C	ENSG00000227706.4	ENSG00000227706	ENST00000662821.1
chr6	67955411	67955412	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000286680.1	ENSG00000287557.1	
chr6	69780833	69780834	-	Annotated	LINE|L2|L2b	ENSG00000168216.13	LMBRD1	ENST00000649370.1
chr6	69781009	69781010	-	Annotated	LINE|L2|L2b	ENSG00000168216.13	LMBRD1	ENST00000648265.1
chr6	70394880	70394897	+	Annotated	LTR|ERV1|MER48	ENSG00000237643.3	LINC01610	ENST00000418403.3
chr6	70629787	70629788	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000112305.15	SMAP1	
chr6	71291870	71291873	+	Predicted	SINE|MIR|MIRc	ENSG00000119900.9	OGFRL1	
chr6	73142115	73142116	-	Annotated	LTR|ERVL-MaLR|MLT1F	ENSG00000229154.2	KCNQ5-AS1	ENST00000666538.1
chr6	73169488	73169489	+	Annotated	SINE|tRNA-RTE|MamSINE1	ENSG00000185760.18	KCNQ5	ENST00000692956.1
chr6	73270397	73270400	+	Predicted	SINE|Alu|AluSx3	ENSG00000229852.4	KHDC1-AS1	
chr6	73284637	73284660	+	Predicted	LTR|ERV1|LTR8B	ENSG00000229852.4	KHDC1-AS1	
chr6	73310866	73310867	-	Predicted	LINE|L1|L1PA5	ENSG00000135314.13	KHDC1	
chr6	73461578	73461856	+	Annotated	SINE|Alu|AluY	ENSG00000135297.17	MTO1	ENST00000415954.6
chr6	73571960	73571961	-	Annotated	LTR|ERV1|LTR12C	ENSG00000289286.1	ENSG00000289286	ENST00000691394.1
chr6	73967303	73967304	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000223786.1	ENSG00000279790.1	
chr6	744851	744852	+	Predicted	LINE|L1|L1ME3	ENSG00000271727.2	ENSG00000271727	
chr6	76479541	76479542	+	Predicted	LINE|L1|L1PB2	ENSG00000231762.1	ENSG00000271945.3	
chr6	76561322	76561360	+	Annotated	LTR|ERV1|LTR7	ENSG00000280511.1	ENSG00000280511	ENST00000626131.1
chr6	76579082	76579083	-	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000236635.3	LINC02540	
chr6	76774931	76774991	+	Annotated	LTR|ERVL|MER70A	ENSG00000271945.3	ENSG00000271945	ENST00000702388.1
chr6	79312827	79312828	-	Annotated	LTR|ERVL|HERVL18-int	ENSG00000286042.1	LCAL1	ENST00000651107.1
chr6	79313380	79313384	-	Annotated	LTR|ERVL|LTR18A	ENSG00000286042.1	LCAL1	ENST00000651663.1
chr6	79631191	79631370	+	Annotated	LINE|L1|L1M4b	ENSG00000198478.8	SH3BGRL2	ENST00000369838.6
chr6	80084775	80084776	-	Annotated	DNA|hAT-Charlie|MER5A	ENSG00000288071.1	ENSG00000288071	ENST00000671011.1
chr6	8283225	8283226	+	Annotated	LTR|ERV1|LTR12D	ENSG00000232234.4	ENSG00000232234	ENST00000643735.1
chr6	83195196	83195197	+	Predicted	LINE|L2|L2c	ENSG00000013392.8	RWDD2A	
chr6	83516810	83516812	-	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000065833.9	ME1	
chr6	84215911	84215924	-	Predicted	DNA|hAT-Ac|OldhAT1	ENSG00000135315.12	CEP162	
chr6	8437941	8437965	+	Predicted	LTR|ERVL|LTR16E1	ENSG00000285216.1	ENSG00000285219.4	
chr6	85993158	85993159	-	Annotated	LINE|L1|L1MA2	ENSG00000202103.1	RNU4-12P	ENST00000365233.1
chr6	8652137	8652138	+	Annotated	LTR|ERVL-MaLR|MLT1A	ENSG00000285219.4	HULC	ENST00000503668.2
chr6	8652209	8652263	+	Annotated	LTR|ERVL-MaLR|MLT1A	ENSG00000285219.4	HULC	ENST00000646741.1
chr6	8666624	8666625	+	Predicted	LTR|ERV1|LTR12C	ENSG00000285216.1	ENSG00000285216	
chr6	87210380	87210460	+	Predicted	DNA|hAT-Charlie|MER106B	ENSG00000188994.14	ZNF292	ENST00000699989.1
chr6	87398244	87398245	+	Predicted	LTR|ERVL|LTR18C	ENSG00000111850.11	SMIM8	
chr6	88421372	88421415	-	Annotated	LTR|ERV1|LTR17	ENSG00000234426.3	ENSG00000234426	ENST00000669402.1
chr6	88442927	88442928	-	Annotated	LTR|ERVL-MaLR|MLT1F	ENSG00000234426.3	ENSG00000234426	ENST00000655924.1
chr6	8887938	8887939	+	Annotated	LTR|ERV1|LTR12C	ENSG00000285219.4	HULC	ENST00000643761.1
chr6	9041624	9041628	+	Annotated	LTR|ERV1|LTR12C	ENSG00000285219.4	HULC	ENST00000645820.1
chr6	92388826	92388827	-	Annotated	LTR|ERV1|LTR12	ENSG00000261038.1	ENSG00000261038	ENST00000564251.1
chr6	93454646	93454647	+	Predicted	LTR|ERVL|LTR33	ENSG00000287683.1	ENSG00000287683	
chr6	9700254	9700255	-	Predicted	LTR|ERVK|LTR3B_	ENSG00000181355.21	OFCC1	
chr6	97782066	97782067	+	Predicted	LTR|ERV1|HERVH-int	ENSG00000271860.9	ENSG00000271860	
chr6	97979002	97979003	+	Annotated	LTR|ERV1|LTR1A2	ENSG00000271860.9	ENSG00000271860	ENST00000658505.1
chr6	99394294	99394295	-	Predicted	SINE|Alu|AluSx	ENSG00000132423.12	COQ3	
chr6	99516066	99516067	-	Predicted	SINE|Alu|AluYm1	ENSG00000123552.18	USP45	
chr7	100076372	100076373	-	Predicted	SINE|Alu|AluSc8	ENSG00000166526.18	ZNF3	
chr7	100102061	100102105	+	Annotated	SINE|Alu|AluSx1	ENSG00000221838.10	AP4M1	ENST00000422582.5
chr7	100102220	100102248	+	Predicted	SINE|Alu|AluSx1	ENSG00000221838.10	AP4M1	
chr7	100126102	100126103	+	Predicted	SINE|Alu|AluY	ENSG00000214309.5	MBLAC1	
chr7	100126369	100126370	+	Predicted	SINE|Alu|AluJo	ENSG00000214309.5	MBLAC1	
chr7	100126647	100126648	+	Predicted	SINE|Alu|AluJr	ENSG00000214309.5	MBLAC1	
chr7	100126735	100126786	+	Annotated	SINE|Alu|AluJr	ENSG00000214309.5	MBLAC1	ENST00000421390.1
chr7	100213133	100213134	-	Predicted	LTR|ERVL-MaLR|MLT1A0	ENSG00000291122.1	CASTOR3P	
chr7	100273975	100273976	-	Predicted	SINE|Alu|AluSx	ENSG00000291122.1	CASTOR3P	
chr7	100325779	100325780	-	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000291178.1	ENSG00000291178	
chr7	10085485	10085499	-	Annotated	LTR|ERV1|MER50	ENSG00000287409.1	ENSG00000287409	ENST00000654800.1
chr7	101217493	101217620	-	Annotated	SINE|MIR|MIR3	ENSG00000106397.12	PLOD3	ENST00000223127.8
chr7	101218419	101218420	-	Annotated	SINE|Alu|AluJr	ENSG00000106397.12	PLOD3	ENST00000456079.1
chr7	101308270	101308348	+	Annotated	LINE|L1|L1M2	ENSG00000232445.2	EMSLR	ENST00000663483.1
chr7	101568957	101568976	-	Annotated	LTR|ERVL-MaLR|MLT1J2	ENSG00000233123.2	LINC01007	ENST00000451953.1
chr7	102486691	102486692	-	Predicted	SINE|Alu|AluSx	ENSG00000170667.16	ENSG00000270249.2	
chr7	102567083	102567084	-	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000168255.20	ENSG00000285437.2	
chr7	102666163	102666164	-	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000228049.8	ENSG00000267645.5	
chr7	102669686	102669687	-	Predicted	SINE|Alu|AluJr	ENSG00000279168.2	ENSG00000279168	
chr7	102827093	102827094	+	Predicted	LTR|ERVL-MaLR|MLT1H	ENSG00000252643.1	RNU6-1136P	
chr7	102857450	102857451	+	Annotated	LINE|L1|L1MA5	ENSG00000238324.1	RN7SKP198	ENST00000459286.1
chr7	102973430	102973431	+	Annotated	LTR|ERV1|MER48			"NR_166513.1, NR_166512.1"
chr7	102973483	102973530	+	Annotated	LTR|ERV1|MER48	ENSG00000230257.7	NFE4	ENST00000686902.1
chr7	103152899	103152921	+	Annotated	LTR|ERV1|HERVE_a-int	ENSG00000289956.1	ENSG00000289956	ENST00000702842.1
chr7	103327378	103327379	-	Predicted	DNA|hAT-Charlie|MER5A1	ENSG00000105821.15	DNAJC2	
chr7	104804083	104804114	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000226869.6	LHFPL3-AS1	ENST00000449764.5
chr7	104926618	104926645	-	Annotated	SINE|MIR|MIR	ENSG00000225329.3	LHFPL3-AS2	ENST00000631061.2
chr7	104940943	104940993	+	Annotated	LTR|ERV1|LTR12C	ENSG00000005483.23	KMT2E	ENST00000653259.1
chr7	105005991	105005992	+	Predicted	SINE|Alu|AluY	ENSG00000005483.23	KMT2E	
chr7	105297740	105297741	-	Predicted	SINE|Alu|AluSg	ENSG00000135250.17	SRPK2	
chr7	105304277	105304278	+	Annotated	DNA|TcMar-Mariner|MARNA	ENSG00000242154.1	ENSG00000242154	ENST00000476569.1
chr7	105399307	105399344	-	Annotated	LTR|ERVL-MaLR|MLT1F1	ENSG00000135250.17	SRPK2	ENST00000462282.5
chr7	105600874	105600893	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000185055.11	EFCAB10	ENST00000490493.1
chr7	106777535	106777544	+	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000228742.11	LINC02577	
chr7	10702676	10702677	+	Annotated	DNA|TcMar-Tigger|Tigger3	ENSG00000236414.1	ENSG00000236414	ENST00000422697.1
chr7	107742201	107742202	+	Predicted	SINE|Alu|AluJo	ENSG00000105879.13	CBLL1	
chr7	108404046	108404047	-	Predicted	DNA|TcMar-Tigger|Tigger15a	ENSG00000091129.22	NRCAM	
chr7	108601434	108601435	+	Predicted	LTR|ERVL|LTR82B	ENSG00000225647.2	ENSG00000225647	
chr7	10973329	10973346	+	Annotated	LTR|ERV1|MER51A	ENSG00000106443.17	PHF14	ENST00000642461.1
chr7	111392914	111392915	-	Annotated	LTR|ERVL|MER21C	ENSG00000184903.10	IMMP2L	ENST00000450877.5
chr7	11193366	11193380	+	Annotated	LTR|ERV1|MER61-int	ENSG00000230333.6	ENSG00000230333	ENST00000443459.5
chr7	11194706	11194707	+	Annotated	LTR|ERV1|MER61-int	ENSG00000230333.6	ENSG00000230333	ENST00000627042.2
chr7	112288623	112288624	+	Annotated	SINE|MIR|MIRc	ENSG00000202406.1	RN7SKP187	ENST00000365536.1
chr7	11235745	11235746	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000230333.6	ENSG00000230333	
